kind,ref_anchor,ref_type,ref_status,blind_file_line,blind_type,blind_status,ref_quote,blind_quote
A-UNMATCHED,大审查/混元/bootstrap_A轮_实验世界升级.md:69,verdict,open,,,,"这是本轮唯一的好消息，也是最贵的一条**：它需要**人直接评估结果的有用性**，而不是评估""哪个选项更好""。前者无法委派",
A-UNMATCHED,大审查/混元/bootstrap_A轮_实验世界升级.md:71,verdict,open,,,,"注意力预算的主要支出不是""标注偏好""，而是""验收结果""**。这修正了 EV-03/EV-04 的设计重心",
A-UNMATCHED,大审查/混元/bootstrap_A轮_实验世界升级.md:87,hypothesis,open,,,,真实系统能生成的任务是无限维的，实际损失可能远大于此,
A-UNMATCHED,大审查/混元/bootstrap_A轮_实验世界升级.md:106,hypothesis,open,,,,原因：伪特征与真信号**独立**时，系统可以纯粹地堆伪特征而不影响真信号，留出集门挡不住（因为训练/留出上它都涨）；**,
A-UNMATCHED,大审查/混元/bootstrap_A轮_实验世界升级.md:110,result,verified,,,,有门时相关性越高，伪特征权重被压得越低（0.747 → 0.050），说明门确实在工作,
A-UNMATCHED,大审查/混元/bootstrap_A轮_实验世界升级.md:120,method,open,,,,"EV-19（P0）** | **真值抽样审计**：每 N 代由人直接判断""结果有没有用""，退化则回退",
A-UNMATCHED,大审查/混元/bootstrap_A轮_实验世界升级.md:121,method,open,,,,EV-20（P0）** | **judge 通道独立性审查**：确认锚定集/签名的判断不来自与演化目标相同的 judge,
A-UNMATCHED,大审查/混元/bootstrap_A轮_实验世界升级.md:144,parameter,open,,,,真值验收** | **10–20** | **每 2–5 代** | **人直接判断结果有没有用,
A-UNMATCHED,大审查/混元/bootstrap_A轮_实验世界升级.md:169,method,open,,,,E81c 给出的答案：**周期性地用一条独立的通道直接测量真值,
A-UNMATCHED,大审查/混元/bootstrap_A轮_实验世界升级.md:174,method,open,,,,周期性执行**（不是一次性，因为系统会持续找到新的表象漏洞,
A-UNMATCHED,大审查/混元/bootstrap_A轮_实验世界升级.md:176,verdict,open,,,,"当测量通道本身有问题时，你连""测不出差异""这件事都测不出来。所以必须**周期性更换测量通道本身",
A-UNMATCHED,大审查/混元/bootstrap_A轮_实验世界升级.md:182,hypothesis,open,,,,E81c 的真值探针集是外部固定的**——若系统也能影响探针集，结论会变（与 E82 同类问题,
A-UNMATCHED,大审查/混元/bootstrap_A轮_实验世界升级.md:184,hypothesis,open,,,,如果系统能影响 judge 的 prompt 或 few-shot 示例，那比调展示权重更直接,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十八轮.md:13,parameter,open,,,,真值探针集是**外部固定**的（随机种子 4242,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十八轮.md:30,hypothesis,open,,,,"探针集若可被系统影响，审计就不再是""外部标尺",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十八轮.md:40,method,open,,,,探针集不仅要外部固定，还要**定期更换,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十八轮.md:58,result,open,,,,直接通道操纵下真值仍是正的（+0.025 ~ +0.051,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十八轮.md:60,result,verified,,,,报告完全失真：349 倍。** 系统报告自己提升了 8.66，真实只有 0.025,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十八轮.md:91,result,open,,,,可靠的是展示权重的单调下降**（6.605 → 1.630 → 0.416,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十八轮.md:111,result,open,,,,它确实把展示权重压到最低（0.471），但**真值也降了**——因为它同时限制了系统的搜索空间,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十八轮.md:123,method,open,,,,盲评是次优但零成本的选择**，应作为默认层，真值审计作为上层保险,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十八轮.md:131,method,open,,,,探针集必须外部固定 + 定期更换**（污染后收益 −75%，回退翻倍到 10.6,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十八轮.md:132,verdict,open,,,,judge 数字永不对外报告**（直接通道操纵下膨胀 **349×**；审计只压到 133×,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十八轮.md:134,verdict,open,,,,不要给展示权重设上界**（+0.015 < 无对策 +0.024）；**盲评（+0.051）是零成本次优解,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十八轮.md:154,method,open,,,,三层防线的正确构造,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十八轮.md:165,method,open,,,,探针集需**定期更换**（不只是外部固定）；频率不宜过高（每 5 代在污染下优于每 2 代,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十八轮.md:166,method,open,,,,增加**盲评层**作为默认：judge 前剥离表象特征,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十八轮.md:176,hypothesis,open,,,,"E87 的盲评实现为 alpha→0.95**，但真实系统里""剥离表象""不可能完全（文本总有长度、语气）。实际 alph",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十九轮.md:14,hypothesis,open,,,,"这个结论依赖""每次只改一个维度""的算子",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十九轮.md:34,verdict,verified,,,,维度是否是稀释剂，取决于变异算子能否协调多维,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十九轮.md:65,verdict,open,,,,"只有在**低污染（≤20%）**下，judge 才可能可靠——而这与""盲评""（E87：把污染降到 0.05）的作用一致：",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十九轮.md:85,result,verified,,,,效果最优：每 2 代 × 16 样本**（+0.0993），但成本是前者的 **9.7 倍,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十九轮.md:91,verdict,open,,,,"""每 2 代最优""是在**探针完全干净**的前提下测出的；E90 加入成本维度后，5 代更划算",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十九轮.md:93,method,open,,,,综合推荐：每 5 代，探针定期更换,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十九轮.md:110,result,open,,,,损失不是毁灭性的**（+0.029 仍为正）。伪装只是部分有效,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十九轮.md:112,result,open,,,,回退次数反而更高（5.8 vs 4.2）** —— 伪装引入了额外波动，导致更多误判回退。**伪装在损害系统自己的稳定性,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十九轮.md:114,result,open,,,,"mask 在""不能预知""时也升到了 1.28**（比能预知时更高！）—— 因为 mask 不影响 judge 分数，它是",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十九轮.md:126,verdict,open,,,,E89 标度失配**：`judge_score = alpha*real + (1-alpha)*surface`，而 ,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十九轮.md:128,verdict,open,,,,"E91 探针不一致**：随机抽样组与固定探针组用了不同探针 → 混淆了""噪声导致误回退""与""伪装"" | 回退 12.8 ",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十九轮.md:153,verdict,open,,,,"三者都不能靠""调参""解决，只能靠**结构设计",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十九轮.md:166,hypothesis,open,,,,E88 只测了 3 个维度点（4/16/64）**，且 64 维时的 −0.049 与 16 维的 +0.016 非单调,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十轮.md:6,result,verified,,,,A 轮修正确实有效（唯一正值），但收益很小；注意力门槛被证实远高于 E64 的估计,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十轮.md:12,parameter,open,,,,judge 污染 50%（一半看真值一半看表象）、协调式变异（模拟 prompt 改写,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十轮.md:24,result,open,,,,即使 v4-A，展示权重仍达到 8.4**——系统仍在自我美化，只是被压住了,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十轮.md:26,verdict,open,,,,"+0.0127 是一个**很小的正值**，且 10 个种子的方差不小。更准确的表述是""v4-A 把系统从负收益拉回到接近",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十轮.md:32,parameter,open,,,,"E64 在""judge 可信""的世界里测出门槛约 150 单位。本轮加入真值验收成本（12/样本，每 5 代 × 4 样",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十轮.md:70,hypothesis,open,,,,v4-A 在这里（+0.037）比在 E92 的单一污染世界（+0.0127）**更好**。这看似矛盾，但可解释：E94,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十轮.md:73,verdict,open,,,,漂移类问题** → 盲评 + 真值审计**很有效**（E94 的 +0.037,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十轮.md:74,verdict,open,,,,纯表象操纵** → 防线只能部分压制（E92 的 +0.013，展示权重仍达 8.4,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十轮.md:90,result,verified,,,,盲评有效**：开启后从 −0.0035 变 +0.0127。这是 E87 在真实世界的复现,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十轮.md:100,verdict,refuted,,,,这个比较被我自己的目标函数构造所污染，不能作为 cap 的证据,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十轮.md:115,method,open,,,,"当结果""过于整齐""时，先怀疑实现",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十轮.md:132,verdict,verified,,,,注意力门槛 150 → 300**（judge 可被操纵时,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十轮.md:182,method,open,,,,门槛 150 → 300**；且无明确阈值（40 即可转正，但增益微小,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十轮.md:183,method,open,,,,探针外部固定**且定期轮换**；默认每 5 代 × 4~8 样本；**审计时点不可预知,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十轮.md:186,method,open,,,,"不得依赖""维度多所以安全""**（协调变异下会反转",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十一轮.md:6,result,verified,,,,"1 个异常被证实为""审计次数太少""、1 个令人清醒的天花板数字",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十一轮.md:12,method,open,,,,"干净的双目标 Pareto**：目标 =（训练集 judge 分, 留出集 judge 分",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十一轮.md:86,verdict,open,,,,"""预算 120 更差""的原因不是预算本身，而是**那 2 次审计发生得太稀疏**——稀疏审计只会偶尔回退，既抓不住漂移，",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十一轮.md:91,method,open,,,,样本量可以从 4 降到 2，省下的预算应该用于提高频率,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十一轮.md:109,result,open,,,,但伪装本来就没带来收益**：两种情况下真值都是 +0.033。说明在**盲评在场**时，伪装本身就已经不划算了,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十一轮.md:132,result,verified,,,,但排序仍然成立：**正确性 > 偏好 > 有用性**（74% > 68% > 64%,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十一轮.md:156,result,open,,,,曲线几乎平坦**（0.056 ~ 0.081）。从 30% 到 100%，收益只增加 0.022,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十一轮.md:168,result,superseded,,,,加入盲评（alpha 0.5 → 0.95）：+0.068 → +0.065（**几乎无变化,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十一轮.md:173,method,open,,,,资源应该投在真值审计（周期性外部读数），而不是把盲评做到极致,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十一轮.md:214,hypothesis,open,,,,E98 的伪装成本是线性项**（−0.05 × mask），真实关系可能非线性,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十二轮.md:6,result,verified,,,,"一个比审计更大的收益来源（+0.12），以及一个""常识""被推翻的分配结论",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十二轮.md:22,result,superseded,,,,温度 0.3 最优**（+0.057），但幅度只有 0.016——不算重要,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十二轮.md:35,verdict,open,,,,这是全部 25 轮实验中**最大的单项收益,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十二轮.md:53,hypothesis,open,,,,"小幅度时搜索是保守的，审计的""回退""只会打断它；大幅度时搜索激进、容易跑偏，审计才成为必要的缰绳",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十二轮.md:76,verdict,verified,,,,这与 E6（结构基因无收益）一致，是第二次独立确认,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十二轮.md:103,method,open,,,,"两个不同来源的 judge 互检""作为日常审计，把昂贵的人工真值审计降频**（比如每 20 代一次作为校准",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十二轮.md:120,verdict,open,,,,这与 E69（锚定集不刷新则崩溃）同源——**参照必须新鲜,
